product_id,date,category,brand,cost_price,base_price,actual_price,discount_percent,units_sold,demand_score,season,competitor_price,price_gap,competitor_stock,page_views,add_to_cart_rate,conversion_rate,stock_available,stock_out,lead_time_days,price_elasticity
6781,2023-05-18,Grocery,BrandA,824.94,1599.63,1811.08,32.17,38.0,9.0,Off-season,1602.18,208.89999999999986,Yes,,0.2,0.03,147,Yes,28,2.94
1944,2023-02-07,Grocery,BrandE,1193.67,2969.65,1566.35,27.01,130.0,86.0,Normal,2173.19,-606.8400000000001,No,1146.0,0.01,0.23,316,Yes,20,-2.14
8078,2023-04-21,Home,BrandA,1418.65,949.49,881.07,17.37,52.0,73.0,Normal,2339.85,-1458.7799999999997,Yes,777.0,0.45,0.22,419,No,14,-1.95
2746,2023-08-08,Home,BrandE,363.23,1891.04,1738.51,58.23,160.0,42.0,Festival,2593.92,-855.4100000000001,No,1136.0,0.42,0.18,45,No,27,-1.86
6783,2023-12-03,Electronics,BrandB,1200.22,2112.55,1642.31,49.11,61.0,6.0,Off-season,508.9,1133.4099999999999,No,502.0,0.47,0.27,138,Yes,28,1.68
7907,2023-08-11,Grocery,BrandC,441.28,720.39,1530.69,31.5,104.0,47.0,Festival,1553.56,-22.86999999999989,No,1054.0,0.33,0.26,334,No,20,0.35
9625,2023-05-16,Home,BrandA,1321.57,1806.53,522.73,31.3,194.0,76.0,Off-season,1054.82,-532.0899999999999,Yes,294.0,0.27,0.09,18,Yes,4,-2.28
3926,2023-09-13,Beauty,BrandC,192.61,1012.07,796.86,11.62,,22.0,Normal,1051.35,-254.4899999999999,Yes,1234.0,0.08,0.12,291,No,7,-1.26
2089,2023-12-26,Beauty,BrandB,308.42,2577.21,2479.15,38.95,131.0,74.0,Off-season,1673.45,805.7,Yes,,0.24,0.3,398,Yes,28,0.02
3957,2023-11-25,Beauty,BrandD,1094.89,2172.79,1128.12,57.22,,98.0,Normal,1350.48,-222.36000000000013,No,81.0,0.21,0.2,65,No,25,2.07
3612,2023-02-18,Beauty,BrandD,303.43,2496.17,223.81,53.9,58.0,7.0,Normal,2122.54,-1898.73,Yes,1707.0,0.13,0.1,389,Yes,11,-1.92
7047,2023-10-19,Grocery,BrandA,279.18,679.08,2255.59,5.09,144.0,86.0,Festival,907.26,1348.3300000000002,No,1848.0,0.42,0.29,498,No,5,-2.53
7249,2023-11-20,Beauty,BrandB,855.43,200.27,498.5,3.19,149.0,99.0,Off-season,,,Yes,1587.0,0.34,0.13,429,No,16,2.48
4759,2023-03-19,Grocery,BrandA,1260.73,2566.52,1056.52,57.67,165.0,6.0,Off-season,2513.24,-1456.7199999999998,No,619.0,0.37,0.07,139,No,9,-0.19
8718,2023-04-15,Electronics,BrandA,439.28,1221.59,752.76,11.99,30.0,9.0,Normal,308.1,444.65999999999997,No,18.0,0.35,0.1,41,No,3,2.97
5263,2023-06-18,Electronics,BrandA,1269.65,621.19,2412.58,33.02,48.0,11.0,Festival,756.64,1655.94,No,344.0,0.06,0.15,12,Yes,19,-2.33
2902,2023-08-05,Beauty,BrandC,1221.53,366.5,995.0,4.48,179.0,94.0,Festival,336.17,658.8299999999999,No,1753.0,0.38,0.18,426,Yes,17,-1.24
3567,2023-04-29,Beauty,BrandE,889.7,1597.85,1795.1,50.6,112.0,74.0,Normal,238.05,1557.05,No,1895.0,0.43,0.05,52,Yes,7,-1.95
9075,2023-07-09,Beauty,BrandB,987.52,535.37,1528.09,7.07,109.0,36.0,Festival,121.97,1406.12,No,750.0,0.24,0.18,243,No,23,2.06
3994,2023-09-12,Electronics,BrandC,108.64,1743.41,184.0,38.63,,25.0,Festival,1001.05,-817.05,No,1453.0,0.42,0.14,253,Yes,22,-2.36
6229,2023-09-23,Home,BrandE,582.35,2209.19,1010.04,3.4,48.0,4.0,Festival,2218.33,-1208.29,No,1040.0,0.21,0.22,277,No,9,1.58
3010,2023-05-29,Electronics,BrandA,431.92,1651.67,1023.85,9.4,99.0,50.0,Normal,689.03,334.82000000000005,No,514.0,0.37,0.02,75,Yes,10,-0.09
8377,2023-06-13,Beauty,BrandD,267.51,2720.73,2475.4,30.73,154.0,46.0,Festival,897.54,1577.8600000000001,No,716.0,0.34,0.3,419,No,20,2.16
1830,2023-05-20,Home,BrandC,615.01,551.15,2044.87,2.74,22.0,6.0,Normal,2237.96,-193.09000000000015,No,1769.0,0.45,0.05,222,No,12,-2.4
1048,2023-12-13,Home,BrandB,564.61,1532.47,2153.1,11.74,83.0,,Normal,458.0,1695.1,Yes,251.0,0.27,0.25,389,No,16,-2.13
5210,2023-09-15,Fashion,BrandB,1106.89,573.25,838.72,8.17,26.0,6.0,Normal,676.84,161.88,Yes,1018.0,0.1,0.23,457,Yes,9,2.13
2178,2023-09-26,Grocery,BrandE,917.24,2640.12,876.31,2.43,80.0,,Off-season,1874.0,-997.69,Yes,1451.0,0.15,0.25,261,No,18,0.08
6768,2023-06-30,Beauty,BrandC,1374.0,2803.49,1327.77,58.26,141.0,41.0,Normal,1947.42,-619.6500000000001,No,1270.0,0.24,0.08,378,Yes,22,-1.14
8878,2023-06-09,Grocery,BrandA,260.84,1259.99,1607.06,27.01,130.0,99.0,Off-season,983.9,623.16,No,113.0,0.24,0.25,46,No,18,-1.19
1070,2023-12-17,Fashion,BrandE,136.64,986.67,1842.47,51.54,103.0,53.0,Off-season,106.46,1736.01,No,255.0,0.33,0.07,349,Yes,3,-0.6
8686,2023-10-15,Grocery,BrandB,825.18,910.02,2066.34,21.49,26.0,5.0,Off-season,1041.45,1024.89,Yes,364.0,0.02,0.14,325,Yes,24,-0.01
8879,2023-10-15,Beauty,BrandC,51.49,2593.21,2193.15,2.56,189.0,84.0,Normal,1883.0,310.1500000000001,No,1283.0,0.25,0.27,297,Yes,1,-2.68
6455,2023-08-14,Fashion,BrandD,1192.19,2079.08,139.59,41.74,13.0,64.0,Festival,1881.29,-1741.7,No,1729.0,0.29,0.28,239,Yes,28,-2.71
9258,2023-01-11,Grocery,BrandA,783.66,2653.72,2006.55,2.33,171.0,1.0,Off-season,1137.9,868.6499999999999,No,1070.0,0.32,0.13,476,No,16,0.13
6612,2023-01-10,Electronics,BrandB,757.7,440.8,1558.23,33.17,24.0,,Off-season,958.91,599.32,Yes,1615.0,0.37,0.18,53,No,28,-1.23
6769,2023-09-28,Home,BrandC,575.62,1480.48,1367.65,8.35,188.0,97.0,Festival,1849.21,-481.55999999999995,Yes,192.0,0.35,0.11,462,Yes,25,0.39
2777,2023-09-30,Fashion,BrandD,593.71,2060.92,1600.89,40.25,51.0,13.0,Off-season,2471.36,-870.47,Yes,1453.0,0.38,0.1,197,Yes,7,2.01
8380,2023-07-02,Electronics,BrandB,675.14,2701.56,2214.29,53.56,139.0,88.0,Off-season,2077.84,136.44999999999982,Yes,640.0,0.43,0.17,193,Yes,9,-1.28
3228,2023-06-02,Beauty,BrandD,73.25,1207.86,1399.6,57.35,161.0,79.0,Off-season,657.76,741.8399999999999,Yes,659.0,0.05,0.03,290,Yes,3,0.83
9804,2023-11-11,Home,BrandB,171.14,1007.96,472.49,31.67,22.0,78.0,Normal,2505.86,-2033.3700000000001,Yes,470.0,0.23,0.19,396,No,26,0.23
9888,2023-11-30,Fashion,BrandE,782.32,2747.6,1137.0,31.96,146.0,23.0,Off-season,1616.47,-479.47,No,1776.0,0.1,0.24,97,No,10,-1.44
7746,2023-05-04,Home,BrandE,267.68,237.85,2317.19,2.3,119.0,40.0,Festival,363.34,1953.8500000000001,Yes,1842.0,0.01,0.06,467,No,12,0.8
7391,2023-04-24,Fashion,BrandE,1179.21,1490.83,2051.05,46.19,0.0,71.0,Festival,928.84,1122.21,No,1212.0,0.19,0.06,302,Yes,5,2.7
3406,2023-10-05,Fashion,BrandC,448.0,1430.02,571.37,57.37,192.0,53.0,Off-season,1904.68,-1333.31,Yes,1550.0,0.5,0.14,437,Yes,29,1.8
9440,2023-08-01,Grocery,BrandE,191.95,523.56,1808.23,26.29,125.0,1.0,Normal,2271.9,-463.6700000000001,No,1198.0,0.14,0.17,449,Yes,20,-2.64
1637,2023-06-21,Home,BrandC,391.05,1245.36,700.07,47.62,132.0,89.0,Off-season,1414.32,-714.2499999999999,Yes,,0.24,0.12,425,Yes,25,-1.7
9090,2023-10-15,Home,BrandA,567.79,2195.54,923.46,47.85,184.0,17.0,Festival,,,Yes,1281.0,0.45,0.09,475,Yes,3,-0.93
1949,2023-06-23,Electronics,BrandE,101.21,1163.92,1214.78,47.14,149.0,17.0,Festival,391.35,823.43,Yes,1775.0,0.1,0.18,166,No,29,2.01
4587,2023-04-23,Beauty,BrandC,255.43,998.02,1146.9,45.52,170.0,18.0,Festival,901.4,245.5000000000001,No,1062.0,0.08,0.06,157,No,13,0.72
2111,2023-05-02,Electronics,BrandB,519.58,2367.5,150.86,12.91,1.0,36.0,Normal,,,Yes,1601.0,0.17,0.27,394,No,14,0.87
9367,2023-02-01,Grocery,BrandC,500.2,2967.27,1953.1,45.09,134.0,96.0,Off-season,1134.76,818.3399999999999,Yes,1747.0,0.33,0.22,347,No,26,0.32
1722,2023-08-10,Fashion,BrandC,1210.56,2360.12,2128.25,8.66,111.0,95.0,Off-season,2038.37,89.88000000000011,No,874.0,0.31,0.08,99,Yes,9,-1.71
4842,2023-04-29,Grocery,BrandB,1272.72,2554.4,1364.88,42.75,20.0,88.0,Normal,1241.77,123.11000000000013,No,1320.0,0.15,0.22,85,Yes,2,-2.24
4674,2023-02-08,Grocery,BrandC,330.46,2824.55,498.54,0.21,70.0,90.0,Off-season,2172.46,-1673.92,No,760.0,0.45,0.17,314,No,20,-1.81
5866,2023-09-25,Electronics,BrandB,229.71,2425.14,680.01,55.13,58.0,20.0,Off-season,1736.38,-1056.3700000000001,Yes,,0.06,0.29,464,Yes,24,0.1
1702,2023-08-21,Fashion,BrandD,969.54,2943.03,385.73,49.64,8.0,86.0,Festival,567.15,-181.41999999999996,No,767.0,0.44,0.05,33,No,24,1.36
3128,2023-01-18,Beauty,BrandE,1216.7,2267.12,490.21,40.98,119.0,61.0,Off-season,620.31,-130.09999999999997,No,189.0,0.09,0.21,103,Yes,14,2.81
5233,2023-05-29,Grocery,BrandA,1447.4,2018.42,2200.88,5.67,167.0,74.0,Off-season,961.16,1239.7200000000003,Yes,1302.0,0.27,0.14,182,Yes,18,2.95
3517,2023-05-29,Beauty,BrandC,59.85,2110.71,1241.99,49.5,72.0,20.0,Festival,1435.88,-193.8900000000001,No,749.0,0.31,0.05,159,Yes,28,-2.61
2149,2023-05-06,Fashion,BrandB,649.83,2710.24,348.65,52.51,114.0,42.0,Off-season,1789.25,-1440.6,No,38.0,0.47,0.06,19,Yes,18,2.92
2878,2023-10-29,Fashion,BrandE,1114.28,2080.72,696.48,41.28,176.0,94.0,Off-season,516.16,180.32000000000005,No,630.0,0.15,0.08,309,Yes,1,-0.83
1309,2023-12-26,Electronics,BrandC,1251.41,2307.49,2377.79,58.55,139.0,57.0,Off-season,,,Yes,1632.0,0.46,0.18,2,No,6,2.97
4952,2023-08-26,Home,BrandE,140.31,726.43,1312.42,5.57,99.0,34.0,Normal,111.2,1201.22,Yes,195.0,0.48,0.19,487,No,15,1.23
8728,2023-05-15,Electronics,BrandD,1036.89,2746.68,1327.83,42.52,,98.0,Normal,364.39,963.4399999999999,Yes,165.0,0.48,0.15,10,Yes,18,1.78
4049,2023-05-31,Beauty,BrandC,468.96,1396.92,1352.06,31.49,137.0,15.0,Normal,1974.62,-622.56,No,1138.0,0.26,0.17,342,Yes,10,2.13
6766,2023-08-24,Electronics,BrandB,158.17,567.1,350.11,8.74,112.0,51.0,Festival,219.55,130.56,Yes,1704.0,0.09,0.29,328,Yes,1,-2.01
7412,2023-08-12,Fashion,BrandD,759.2,2419.38,2428.16,39.5,73.0,30.0,Festival,1606.56,821.5999999999999,Yes,1720.0,0.27,0.19,468,No,4,-0.41
5865,2023-07-22,Grocery,BrandC,279.32,1133.54,284.46,47.97,16.0,76.0,Off-season,1594.21,-1309.75,No,1738.0,0.41,0.11,193,Yes,10,-1.42
1015,2023-09-13,Home,BrandE,1118.66,633.95,1774.09,9.88,3.0,82.0,Normal,2581.22,-807.1299999999999,No,965.0,0.19,0.25,434,No,29,-2.35
1605,2023-03-27,Fashion,BrandD,1124.83,843.13,219.79,47.61,63.0,9.0,Festival,1787.65,-1567.8600000000001,No,551.0,0.39,0.09,181,No,17,-1.84
5908,2023-05-30,Grocery,BrandB,1271.0,201.35,1153.49,5.58,143.0,47.0,Off-season,1842.13,-688.6400000000001,Yes,1485.0,0.3,0.29,416,No,28,-2.58
9006,2023-08-23,Beauty,BrandC,597.47,362.81,2257.22,35.48,48.0,68.0,Off-season,305.88,1951.3399999999997,No,111.0,0.27,0.14,337,No,14,-0.69
7412,2023-12-11,Beauty,BrandE,69.3,1818.61,1939.64,47.91,99.0,63.0,Festival,2288.37,-348.7299999999998,No,511.0,0.2,0.12,160,Yes,8,-1.69
9605,2023-01-22,Beauty,BrandE,426.62,2612.03,889.92,8.76,,,Off-season,,,Yes,465.0,0.35,0.14,220,Yes,21,-0.25
5120,2023-12-14,Electronics,BrandD,728.33,1400.74,1414.26,34.29,5.0,,Normal,867.61,546.65,No,319.0,0.19,0.24,15,Yes,3,-0.43
9507,2023-10-12,Beauty,BrandC,1056.32,1915.57,479.96,25.49,103.0,39.0,Off-season,1253.49,-773.53,Yes,,0.23,0.02,427,No,23,0.63
5666,2023-09-26,Beauty,BrandE,603.96,2448.23,2393.81,36.44,8.0,75.0,Festival,1863.24,530.5699999999999,Yes,1865.0,0.07,0.28,473,No,28,2.75
5820,2023-09-15,Electronics,BrandD,827.27,1134.63,1795.0,25.45,57.0,59.0,Normal,822.01,972.99,No,1429.0,0.39,0.11,146,Yes,10,2.72
8835,2023-01-29,Grocery,BrandA,810.18,1997.51,985.79,15.05,31.0,40.0,Normal,2039.33,-1053.54,Yes,1021.0,0.31,0.25,199,No,25,2.28
2849,2023-08-01,Fashion,BrandE,289.22,1116.25,849.4,15.23,165.0,89.0,Normal,698.94,150.45999999999992,Yes,21.0,0.37,0.22,147,Yes,9,-1.35
2953,2023-10-10,Home,BrandD,953.42,1963.87,657.51,51.88,29.0,46.0,Festival,389.25,268.26,No,961.0,0.48,0.02,42,No,21,2.32
9580,2023-02-19,Beauty,BrandA,686.92,731.06,1983.38,9.39,44.0,42.0,Festival,1835.67,147.71000000000004,Yes,1692.0,0.14,0.22,363,Yes,5,-2.63
3769,2023-04-05,Beauty,BrandD,1221.48,2935.73,1131.77,7.39,113.0,63.0,Off-season,2402.38,-1270.6100000000001,No,813.0,0.36,0.13,406,Yes,11,0.91
4046,2023-03-29,Beauty,BrandE,1051.39,320.92,879.13,5.82,156.0,14.0,Off-season,2372.33,-1493.1999999999998,Yes,1660.0,0.17,0.24,248,Yes,15,0.89
8594,2023-02-13,Electronics,BrandA,211.63,1565.18,2270.64,4.45,149.0,95.0,Off-season,237.51,2033.1299999999999,No,151.0,0.11,0.14,77,No,21,-2.34
7840,2023-10-05,Electronics,BrandD,758.7,930.26,443.53,0.87,30.0,28.0,Off-season,1066.93,-623.4000000000001,Yes,1165.0,0.27,0.19,410,Yes,14,0.47
6066,2023-06-20,Electronics,BrandC,1068.62,1842.43,718.48,9.62,127.0,29.0,Festival,804.12,-85.63999999999999,Yes,654.0,0.48,0.15,20,No,5,-2.2
3415,2023-07-08,Home,BrandA,176.17,1342.09,914.33,11.56,16.0,28.0,Off-season,1225.83,-311.4999999999999,No,1331.0,0.48,0.23,387,No,23,2.76
3389,2023-12-19,Fashion,BrandD,1199.12,989.33,708.84,16.18,112.0,90.0,Festival,207.12,501.72,Yes,884.0,0.46,0.17,14,No,25,-0.18
6924,2023-07-03,Beauty,BrandC,371.91,825.11,1496.68,7.44,124.0,,Off-season,1114.97,381.71000000000004,Yes,837.0,0.25,0.02,328,No,12,1.85
9495,2023-01-03,Grocery,BrandA,779.47,629.25,1534.5,5.65,53.0,99.0,Normal,2501.58,-967.0799999999999,Yes,1582.0,0.33,0.27,249,No,11,-0.04
1763,2023-07-10,Beauty,BrandD,1413.81,2370.35,212.49,32.49,78.0,,Off-season,1508.71,-1296.22,Yes,1576.0,0.04,0.23,420,No,6,-1.87
8541,2023-04-28,Beauty,BrandE,878.43,744.38,429.76,43.12,46.0,79.0,Off-season,627.59,-197.83000000000004,No,,0.09,0.04,184,Yes,2,-2.3
1815,2023-01-19,Beauty,BrandA,664.88,2343.23,560.44,37.81,159.0,73.0,Festival,2119.26,-1558.8200000000002,No,322.0,0.14,0.27,89,No,6,-0.93
7255,2023-01-23,Beauty,BrandA,59.85,1506.61,250.19,33.4,155.0,33.0,Off-season,1081.31,-831.1199999999999,Yes,1981.0,0.13,0.08,179,Yes,9,2.63
1877,2023-01-30,Fashion,BrandC,243.45,309.46,381.92,26.43,138.0,62.0,Festival,,,Yes,1275.0,0.45,0.27,329,Yes,21,-2.76
8173,2023-10-22,Grocery,BrandD,889.06,579.78,659.96,38.04,166.0,11.0,Festival,968.04,-308.0799999999999,Yes,564.0,0.26,0.29,393,No,10,-0.98
8073,2023-04-18,Electronics,BrandE,766.05,2689.42,916.4,54.11,144.0,24.0,Off-season,2131.44,-1215.04,No,723.0,0.22,0.17,216,No,11,0.09
5798,2023-10-08,Grocery,BrandC,577.55,1848.17,1994.97,37.65,75.0,7.0,Festival,636.83,1358.1399999999999,No,320.0,0.05,0.29,457,No,9,0.08
7989,2023-05-08,Beauty,BrandA,1388.66,634.57,607.33,3.65,114.0,95.0,Off-season,902.89,-295.55999999999995,Yes,610.0,0.39,0.16,44,No,10,-1.68
6039,2023-08-17,Grocery,BrandC,532.1,2140.92,1701.46,34.23,114.0,87.0,Festival,764.31,937.1500000000001,Yes,989.0,0.01,0.26,294,No,2,-0.6
7324,2023-04-21,Beauty,BrandC,828.87,2487.46,220.07,31.45,166.0,4.0,Festival,2343.14,-2123.0699999999997,Yes,,0.42,0.04,250,No,21,-2.64
3823,2023-05-16,Grocery,BrandC,874.63,1058.89,1672.94,27.12,152.0,,Normal,,,No,1298.0,0.1,0.26,205,No,26,1.69
6287,2023-12-28,Home,BrandA,814.83,1714.13,2003.22,34.13,25.0,74.0,Normal,685.63,1317.5900000000001,Yes,1877.0,0.25,0.03,456,No,7,2.59
4285,2023-07-05,Grocery,BrandB,742.5,951.0,1543.64,40.36,67.0,80.0,Festival,2416.48,-872.8399999999999,Yes,1597.0,0.18,0.05,51,No,26,0.08
8433,2023-05-24,Electronics,BrandC,538.74,332.18,567.37,2.24,189.0,27.0,Festival,2599.43,-2032.06,Yes,629.0,0.47,0.29,185,Yes,11,1.52
7174,2023-03-13,Electronics,BrandB,1367.71,1258.58,879.59,28.81,146.0,23.0,Festival,1575.81,-696.2199999999999,No,342.0,0.48,0.29,383,Yes,7,0.66
5826,2023-05-09,Grocery,BrandE,703.66,2279.15,2028.54,49.03,12.0,37.0,Festival,2435.68,-407.1399999999999,No,,0.41,0.29,428,Yes,10,-1.23
4664,2023-12-30,Grocery,BrandE,816.25,1430.17,1125.37,31.85,,75.0,Off-season,2015.58,-890.21,No,372.0,0.31,0.19,134,No,1,1.76
1497,2023-09-18,Fashion,BrandE,1001.89,1275.28,697.67,4.07,53.0,30.0,Off-season,552.79,144.88,Yes,298.0,0.26,0.09,34,No,2,-0.25
8641,2023-01-03,Grocery,BrandD,148.1,1161.42,2337.11,46.5,72.0,70.0,Off-season,1803.49,533.6200000000001,Yes,11.0,0.12,0.08,137,Yes,22,2.58
5643,2023-04-14,Electronics,BrandA,1182.87,1430.86,1622.4,56.48,169.0,47.0,Normal,,,No,544.0,0.3,0.2,282,No,13,0.64
6056,2023-08-12,Home,BrandB,793.14,1022.86,2029.83,51.11,189.0,2.0,Off-season,1952.36,77.47000000000003,No,793.0,0.33,0.08,2,No,14,-1.0
1131,2023-11-16,Electronics,BrandD,1002.91,1875.33,139.29,21.75,198.0,75.0,Festival,1415.48,-1276.19,No,1209.0,0.47,0.08,495,Yes,16,2.3
6443,2023-12-28,Fashion,BrandB,1169.42,284.34,901.19,32.09,198.0,89.0,Normal,1378.32,-477.1299999999999,No,257.0,0.31,0.2,57,Yes,15,0.71
1857,2023-12-20,Grocery,BrandA,1317.44,2441.43,1190.53,35.48,20.0,2.0,Festival,2151.04,-960.51,No,370.0,0.43,0.2,201,No,7,-0.67
9712,2023-01-10,Home,BrandC,618.72,602.18,1501.56,42.95,8.0,46.0,Off-season,1816.29,-314.73,No,223.0,0.21,0.28,210,Yes,27,1.28
9221,2023-10-29,Electronics,BrandD,1226.57,1936.99,539.73,39.96,172.0,37.0,Normal,2078.15,-1538.42,No,1677.0,0.27,0.27,466,Yes,11,2.15
7147,2023-08-19,Home,BrandA,425.31,1404.66,1285.05,11.94,154.0,28.0,Festival,602.76,682.29,No,1533.0,0.46,0.01,105,Yes,28,-2.86
5604,2023-08-07,Beauty,BrandD,1007.49,2343.13,1739.21,50.58,47.0,44.0,Festival,2515.41,-776.1999999999998,No,418.0,0.38,0.28,179,No,2,-1.22
2558,2023-03-07,Electronics,BrandE,198.93,2495.81,917.02,50.95,84.0,20.0,Festival,1926.72,-1009.7,Yes,589.0,0.46,0.22,105,Yes,7,-1.67
1015,2023-04-22,Beauty,BrandD,79.04,692.18,1753.29,24.26,196.0,48.0,Off-season,1144.35,608.94,Yes,716.0,0.08,0.15,41,No,23,-1.08
4605,2023-01-13,Home,BrandC,188.86,2063.82,1022.96,7.85,132.0,48.0,Off-season,1590.09,-567.1299999999999,Yes,507.0,0.11,0.06,459,No,29,2.02
2607,2023-03-27,Grocery,BrandC,513.1,650.73,1216.1,36.51,71.0,92.0,Festival,1692.27,-476.1700000000001,Yes,117.0,0.15,0.2,49,No,23,-0.49
6935,2023-08-22,Grocery,BrandB,95.09,459.59,404.99,21.44,14.0,92.0,Off-season,,,No,48.0,0.42,0.05,181,No,4,-0.96
3016,2023-03-31,Grocery,BrandD,964.21,2797.86,1656.08,44.48,76.0,89.0,Festival,1845.99,-189.91000000000008,Yes,1142.0,0.2,0.06,424,Yes,20,0.47
4574,2023-11-10,Beauty,BrandE,508.99,576.73,622.75,18.94,96.0,79.0,Festival,2207.96,-1585.21,Yes,1015.0,0.02,0.23,438,No,21,-1.47
8274,2023-02-23,Grocery,BrandC,1117.75,761.58,2085.82,15.78,171.0,74.0,Off-season,1074.79,1011.0300000000002,No,381.0,0.15,0.24,411,Yes,20,0.93
4791,2023-01-12,Fashion,BrandB,116.58,477.94,1419.33,52.06,122.0,25.0,Festival,1141.63,277.6999999999998,Yes,1055.0,0.06,0.05,484,No,3,-2.8
7406,2023-07-28,Electronics,BrandE,364.22,1463.85,1435.82,36.95,174.0,29.0,Festival,555.23,880.5899999999999,No,197.0,0.38,0.23,321,No,5,-0.9
2088,2023-01-14,Electronics,BrandE,641.6,2766.86,2288.19,5.16,31.0,86.0,Festival,1379.58,908.6100000000001,No,173.0,0.17,0.07,441,No,24,-0.1
2361,2023-05-01,Home,BrandE,604.84,865.76,485.11,41.36,35.0,72.0,Festival,1091.92,-606.8100000000001,Yes,698.0,0.34,0.17,476,No,22,0.17
5473,2023-01-20,Beauty,BrandA,239.95,1671.37,1363.17,45.16,176.0,27.0,Festival,1755.41,-392.24,Yes,610.0,0.19,0.27,116,Yes,12,-2.62
6294,2023-03-16,Electronics,BrandC,1491.5,1293.23,1004.94,14.11,180.0,21.0,Festival,1599.36,-594.4199999999998,Yes,298.0,0.47,0.06,206,Yes,23,1.98
8106,2023-08-31,Beauty,BrandA,462.44,1074.43,2418.5,58.06,,27.0,Normal,2240.81,177.69000000000005,No,1110.0,0.14,0.12,44,No,16,-0.68
8319,2023-08-11,Home,BrandA,1095.5,1759.24,1998.37,22.37,161.0,75.0,Normal,504.1,1494.27,No,220.0,0.29,0.22,88,Yes,11,-0.31
9667,2023-03-11,Grocery,BrandC,369.04,1720.79,1913.15,56.43,145.0,63.0,Festival,2386.92,-473.77,No,668.0,0.29,0.16,368,No,20,2.73
9520,2023-11-08,Home,BrandD,1322.88,1142.16,573.97,17.62,139.0,82.0,Festival,635.72,-61.75,Yes,848.0,0.3,0.06,117,No,22,1.27
2186,2023-07-30,Fashion,BrandB,612.25,2566.63,654.32,36.55,86.0,18.0,Festival,1896.17,-1241.85,Yes,1402.0,0.12,0.06,211,Yes,1,1.22
4414,2023-04-11,Grocery,BrandC,1356.31,254.2,150.62,31.05,125.0,46.0,Off-season,1335.57,-1184.9499999999998,No,527.0,0.17,0.04,149,Yes,20,0.35
6486,2023-07-05,Grocery,BrandB,545.66,347.19,1625.26,59.53,129.0,83.0,Off-season,1850.72,-225.46000000000004,No,1829.0,0.11,0.14,51,Yes,7,2.73
4536,2023-05-12,Grocery,BrandD,62.53,2973.27,977.42,24.5,154.0,46.0,Normal,,,Yes,1896.0,0.02,0.07,238,Yes,28,2.93
2773,2023-04-21,Home,BrandC,799.68,2268.28,835.14,10.76,177.0,83.0,Normal,1724.09,-888.9499999999999,Yes,1226.0,0.32,0.28,26,Yes,29,-0.89
6415,2023-05-12,Fashion,BrandE,810.94,2431.39,1621.62,49.99,158.0,47.0,Normal,1975.1,-353.48,No,981.0,0.5,0.18,2,No,9,0.54
3558,2023-01-20,Beauty,BrandC,223.76,1847.83,2085.42,2.52,175.0,1.0,Off-season,566.67,1518.75,No,,0.35,0.08,449,No,3,-2.9
6907,2023-01-24,Home,BrandD,390.7,1317.6,401.93,53.1,85.0,22.0,Normal,942.72,-540.79,Yes,215.0,0.4,0.09,428,Yes,6,1.63
6079,2023-08-15,Electronics,BrandA,1186.07,1924.76,2303.16,6.64,68.0,81.0,Festival,2265.42,37.73999999999978,Yes,1815.0,0.03,0.16,186,No,6,2.25
7724,2023-06-03,Electronics,BrandC,103.3,368.5,162.94,34.32,144.0,84.0,Normal,2187.0,-2024.06,No,1909.0,0.37,0.09,266,Yes,13,0.37
6420,2023-10-20,Home,BrandE,759.81,2297.53,310.16,42.8,42.0,94.0,Normal,1796.37,-1486.2099999999998,No,1685.0,0.27,0.08,392,Yes,11,-1.98
4291,2023-08-18,Beauty,BrandC,819.09,1668.15,2108.27,20.18,198.0,4.0,Festival,849.41,1258.8600000000001,No,1896.0,0.15,0.14,332,No,27,-0.53
4524,2023-11-06,Electronics,BrandA,1048.63,2874.52,1272.34,50.68,145.0,71.0,Festival,599.79,672.55,Yes,1860.0,0.3,0.17,161,No,17,0.81
4504,2023-12-25,Beauty,BrandC,104.31,1948.68,2353.0,35.62,193.0,42.0,Normal,202.31,2150.69,Yes,1488.0,0.36,0.04,148,No,6,2.23
9998,2023-07-21,Grocery,BrandE,899.19,539.91,1197.2,23.71,30.0,78.0,Off-season,2433.83,-1236.6299999999999,No,1389.0,0.47,0.21,230,Yes,11,0.78
6989,2023-02-07,Home,BrandD,54.49,1484.9,2321.22,19.52,62.0,13.0,Normal,1682.32,638.8999999999999,Yes,1626.0,0.11,0.09,358,No,27,1.36
3666,2023-09-17,Grocery,BrandE,434.51,267.68,659.9,6.72,27.0,27.0,Off-season,1121.05,-461.15,No,17.0,0.35,0.13,497,No,24,0.05
9596,2023-07-07,Electronics,BrandD,774.54,2261.75,1571.81,38.42,194.0,73.0,Off-season,1819.11,-247.29999999999995,Yes,599.0,0.29,0.09,161,No,11,0.15
8140,2023-02-26,Beauty,BrandE,1371.36,1555.31,2486.61,21.84,136.0,5.0,Festival,1234.11,1252.5000000000002,No,1299.0,0.3,0.15,80,No,18,-1.75
9785,2023-01-20,Grocery,BrandB,233.56,1171.99,990.07,19.23,96.0,19.0,Off-season,,,Yes,1375.0,0.06,0.3,253,No,15,-0.31
7895,2023-09-30,Electronics,BrandC,295.47,2908.79,83.52,57.0,,67.0,Normal,,,No,366.0,0.23,0.24,314,Yes,26,-0.22
